Data da opinião,Nota,Título,Conteúdo
dez. de 2020,5,MELHOR POUSADA,Todas as pessoas que trabalham na Borô foram muito atenciosas e educadas. O quarto era maravilhoso e o café da manhã também era muito bom.  Fui embora já vquerendo reservar novamente para voltar em breve.
dez. de 2020,5,Excelente!,"A suíte Queen é incrível! Conta com banheira de hidromassagem, excelente para o momento ""pós passeios"". O café da manhã é bastante variado e de alta qualidade. Todos os funcionários muito atentos para o uso da máscara e a higienização com álcool gel por toda a parte. A área externa ótima pro chimarrão!"
nov. de 2020,5,Maravilhoso.,"Ficamos na suíte Queen, sensacional. Exatamente como nas imagens e ótimo atendimento. Uma surpresa excelente, com valor muito justo. Café da manhã delicioso. Aconchegante e fica numa área próxima ao centro, com fácil acesso a tudo. Recomendo a todos!!"
nov. de 2020,5,Recomendo com louvor,"Fiquei hospedado na suíte 001 entre os dias 23 e 30/10 e não queria nem ter vindo embora. Rs. Brincadeiras a parte, o local é maravilhoso. Rua tranquilo, sem barulho e agitação, mas no meu ponto de vista, perto de tudo. Eu e minha esposa andamos a maior parte do tempo a pé. E o tratamento dos funcionários? De tirar o chapéu!! Juliano recepcionista, Franciele com seus bolos e tortas espetaculares na cozinha, Fernanda na arrumação dos quartos, dentre outros funcionários que me fizeram sentir em casa. Toda a equipe está de parabéns. Pretendo voltar à Gramado e se Deus assim permitir, ficar hospedado na Borô novamente."
nov. de 2020,5,Aconchegante,"Gostei bastante do nosso quarto, super espaçoso, limpinho, banheiro grande...Adorei o atendimento e super amei o café da manhã!    A pousada fica no meio do caminho, entre Gramado e Canela, o que foi bem pratico pra gente. Fica em frente a fabrica de chocolate o que é um pecado....    Possui estacionamento mas nem usamos. Vale a pena pegar uber.    Tudo de bom!"
out. de 2020,5,"Excelente, Super recomendo!!!","Excelente atendimento (com dicas ótimas para passeios e lugares para conhecer), acomodações ótimas, café incrível! Além de um cuidado todo especial, devido a pandemia! Perfeito!  Com toda a certeza recomendarei e voltarei mais vezes!"
out. de 2020,5,Pousada aconchegante e funcionários muito receptivos,Fiquei 8 dias na pousada e gostei bastante. As acomodações são simples mas muito bem cuidadas e a limpeza impecável. Todos os funcionários são muito simpáticos e agradáveis. O café da manhã é excelente especialmente a parte dos doces.
out. de 2020,5,Pousada excelente,Pousada excelente. Quarto grande e cama super confortável. Funcionários muito educados e atenciosos. Café da manhã delicioso e com bastante variedade. Tudo bem limpo. Localização estratégica. Voltaria sem dúvida!!
out. de 2020,5,Pousada excelente!,"Pousada excelente! Atendimento ótimo! Limpeza impecável,  Café da manhã delicioso.  Voltaremos sempre que possível.  Super indicamos.  Fez nossa lua de mel ser ainda mais especial.  Obrigada por cada detalhe.  Amamos."
out. de 2020,4,Muito bom,"A pousada simples, mais muito aconchegante, e eu meu esposo adoramos, bom atendimento, boa comida, todos funcionários muitos atenciosos, principalmente o recepcionista noturno, nos deu muitas dicas, um pouco longe do centro, porém de Uber fica bem pertinho, mas a localização boa."
out. de 2020,5,"Perfeita, aconchegante.","Fácil acesso para pessoas com dificuldades de locomoção (fui com minha mãe de 85 anos e ela andava tudo), para quem gosta de caminhar da pra ir a pé para centro. Funcionários educados e atenciosos. Comida deliciosa. Chuveiro ótimo. Quarto familiar excelente."
out. de 2020,5,Excelente!,"Bem localizada, com um atendimento excepcional. Café da manhã saboroso e variado. Muito cordiais, os funcionários sugerem interessantes opções de passeios, restaurantes e pontos turísticos para conhecer. Voltarei, com certeza."
out. de 2020,5,Espetacular,"Foi uma experiência inesquecivel , pousada mt aconchegante , bem localizada e atendimento maravilhoso, pretendemos.voltar em breve , super indico , preço atraente e quarto maravilhoso , café da manha variado e completo com deliciosa confeitaria"
out. de 2020,5,Excelencia em Tudo.,"Pousada com grande potencial de receber seus clientes, com profissionalismo, ética, compromisso de sempre superar as expectativas dos seus hospedes e acima de tudo, respeito e compromisso.  Parabéns a todos os profissionais."
out. de 2020,5,Espaço aconchegante,"Local bonito, muito organizado e limpo. Espaço acolhedor e aconchegante. Café da manhã super delicioso e variado. Quarto confortável, limpo e com decoração que nos deixa super a vontade. Localização da pousada próxima de tudo, inclusive da cidade Canela e todas as atrações de Gramado."
out. de 2020,5,Muito bom,"Afastado do centro mas ao mesmo tempo próximo pra quem esta de carro e quer tranquilidade, excelente café da manhã, funcionários atenciosos e serviços disponíveis, recomendo fui em familia bom custo beneficio"
out. de 2020,5,Pousada maravilhosa,"Um atendimento ótimo, Café da manhã excelente e quartos muito aconchegantes, sem contar com o rapaz da recepção, sempre muito atencioso e pronto a ajudar no que fosse necessário.  Recomendaria e voltaria, com certeza."
out. de 2020,5,Superou minhas expectativas,"Lugar agradável, aconchegante, limpo e as acomodações são ótimas! A massagista com mãos de fada, simplesmente maravilhosa! O café da manhã uma delícia, percebe-se que foi tudo preparado com muito carinho... e o pessoal, super cordial e prestativo ao mesmo tempo que discretos, sem tirar a privacidade das pessoas! Amei e pretendo retornar!"
out. de 2020,3,Razoável,"O único problema foram os dias de calor com o ar condicionado do quarto quebrado. Estava em uma época muito quente em Gramado e passamos algumas noites bem desagradáveis. No mais tudo muito bom limpeza, atendimento e café da manhã."
out. de 2020,4,Boa localização,"Pousada com quartos aconchegantes e limpíssimos. Café da manhã cum um bom custo beneficio. A parte que considero ruim é que a pousada não estava preparada para atender na Pandemia. Como não podíamos fazer as refeições nos restaurantes pois fechados, a pousada não nos deu alternativas, então solicitávamos no tele entrega no quarto. Quando solicitamos pratos, talheres e afins infelizmente não tinham, apenas pratos pequenos do café da manhã. De resto tudo ok."
out. de 2020,5,Ótima estadia,"Muito boa estadia, tudo limpo e perfeito. Atendimento excelente de todos os colaboradores, comida boa e tudo muito bem organizado. Mesmo em pandemia, tudo com seus devidos cuidados e protocolos cumpridos a rigor."
out. de 2020,5,excepsional,"Pousada maravilhosa, atendimento cordial, limpeza e café da manhã espetacular. Bem localizada.  Adoramos a estadia ,com certeza voltarei mais vezes. Estão de parabéns !  Lugar muito gostoso ,acomodoções simples ,porém muito organizadas e limpas."
set. de 2020,5,Aconchegante,"Fomos muito bem recebidos, as instalações atenderam as expectativas e a localização e perfeita. Os quartos e banheiros muito bem higienizados o café da manhã, apesar dos protocolos da pandemia, muito bem servido."
set. de 2020,3,hospedagem,"Fomos na lua de mel, fiz o check in e informei o meu horário de chegada com minha esposa, o qual foi confirmado pela mensagem, chegamos exatamente dentro do horário informado, viemos direto do casamento, estavamos com a roupa de casamento, e para nossa surpresa ao chegar não havia ninguem na recepção, fiquei exatos 15 minutos tocando a campainha no frio na rua em meio a neblina, liguei para a pousada e fiquei vendo o telefone tocar pelo vidro em minha frente e já irritado, entrei no carro em frente a pousada e grudei a mão na busina sem parar, se nenhum funcionário viesse, talvez algum hospede iria vir abrir tamanho a busina sem parar. Ai veio um recepcionista após tanto businar, informando que estava na cozinha tomando café e que não tinha ninguem agendado naquele horário a chegada, só para aumentar a minha irritação, e para melhorar ele sugeriu que deixasse o carro na rua já que não tnha mais vaga no estacionamento, sendo que estava vendo nós com roupa de casamento e malas. Eu que tive que informar que não deixaria o carro na rua, e deixaria o carro no carredor e ele que manobrasse se alguem quisesse sair. Hospedaria informa ter estacionamento e ainda quem tem que dar solução é o hospede"
set. de 2020,5,Lugar Aconchegante,"Adorei nossa estádia, o atendimento muito bom. Não me lembro de nomes, mas gostaria de ressaltar a tamanha atenção as meninas no café da manhã, merecem um grande elogio. Ótimos quartos e sempre muito solícitos a qualquer pedido. Estão de Parabéns! Resumindo PERFEITO!"
set. de 2020,5,"Estadia, recepção, disponibilidade excepcionais","Fomos muito bem recebidos, acolhidos por toda a equipe da Pousada. Até quando estava planejando ir a outro hotel, devido a indisponibilidade de quartos, foram muito gentis e solícitos em ajustar nossa acomodação. Parabéns a todos."
set. de 2020,5,perfeito,"adoramos a estadia! localização ótima, pousada linda, café da manhã top e a acomodação era perfeita! atendeu todas as nossas expectativas. o atendimento foi nota 10 tbm. se tivermos oportunidade voltaremos com certeza ❤️"
set. de 2020,5,Pessoal receptivo e instalações maravilhosas,"Recepção maravilhosa, quartos amplos, bem decorados, café da manhã com diversas opções, tudo pensado para a melhor estadia. Jardim perfeito, ótimas opções de passeios sugeridos nas cidades que compõem o entorno da pousada"
set. de 2020,5,Fabuloso,"Local Fantástico, excelentes acomodações, grupo de funcionários muito atenciosos, lugal sossegado. Fomos muito bem recepcionados. Localização próxima da tudo. Recomendo suite Master com preparativos românticos a luz de velas"
set. de 2020,5,Muito bom!,"Passamos 3 dias na Pousada, temos um filho de 3 anos que adorou tudo! Nos sentimos muito a vontade, o quarto família é muito aconchegante! O café da manhã uma delícia! Apesar de ficar um pouco afastada no centro, tem boa localizao! E de carro fica próximo de tudo!"
set. de 2020,5,Suíte fabulosa,"Ficamos na suíte queen. Uma experiência única e inesquecível. Limpeza impecável, funcionários gentis. Café da manhã simples, mas muito saboroso. Penso que não adianta ter muitas opções sem qualidade. Voltaria com certeza! Super indico!"
set. de 2020,4,Muito boa experiência,"Meu marido e eu ficamos na suíte Queen e foi uma ótima escolha. É um excelente e espaçosa suíte. A pousada tem um ótimo café da manhã e atendimento. A localização é boa para quem quer tranquilidade, nem muito perto e nem muito distante, para nós foi ótimo!"
set. de 2020,5,♥️,"Lugar extremamente aconchegante, ótima infraestrutura, quarto limpinho, café da manhã excelente, equipe muito atenciosa e querida. Com certeza me hospedarei novamente na pousada na próxima viagem a Gramado."
set. de 2020,5,Pousada Maravilhosa!,"A pousada é muito aconchegante. Possui o tamanho ideal para quem quer relaxar e descansar. Como não fica em uma rua movimentada, quase não se escuta barulhos externos. O quarto em que ficamos foi maravilhoso, e a experiência com a lareira foi algo diferente, muito bacana.  O café da manhã é ótimo, e com as restrições da pandemia, fomos atendimentos da melhor forma possível. Todos os funcionários são muito gentis e simpáticos. Em especial ao recepcionista que nos tratou muito bem. Realmente nos sentimos em casa!  Voltaremos com certeza!"
set. de 2020,5,Uma excelente estadia em Gramado,"A pousada fica a aprox. 4 min (carro) do centro de Gramado. O ambiente é super acolhedor e os funcionários são extremamente simpáticos. Os quartos são grandes e o café da manhã é muitooo bom, recomendo."
set. de 2020,5,Além das expectativas,"Procurando um lugar para passar o feriado, achamos a pousa por acaso, atendimento pelo Whatsapp muito bom, a reserva pelo telefone fácil, rápido e tudo bem ágil.  No check-in fomos bem recebidos, instalações excelentes, café da manhã ótimo, todos muito atenciosos.  Vamos continuar viajando e em busca de novos lugares mas a pousada é um destino certo."
set. de 2020,3,Detalhes,"O hotel fica bem localizado e tem uma estrutura boa. Há uma necessidade de melhoria quanto as manutenções preventivas e corretivas. Interessante observar uma melhoria aos clientes, como o fornecimento de chinelo e roupões de banho, ao mínimo nos quartos que possuem banheira.  Quanto ao café da manhã, o atendimento foi atencioso e assertivo durante a pandemia, sendo bem executado o procedimento realizado."
set. de 2020,5,MARAVILHOSA,"Acredito que tenha sido a melhor pousada na qual ficamos até hoje. O quarto era incrível, limpeza impecável e o atendimento maravilhoso. Não tenho palavras para agradecer. Vocês fizeram nossa viagem ficar ainda melhor. Obrigada."
set. de 2020,4,Pousada Excelente pelo custo/benefício,"Pousada aconchegante, cheia de charme. Oferece tudo o que propõe e um pouco mais. Café da manhã farto, diversificado, quarto com muito conforto e bem limpo. Funcionários dispostos a ajudar e sempre muito simpáticos. Não fica muito próximo ao centro de Gramado, mas é bem localizado. Super indico."
set. de 2020,5,Foram dias maravilhosos de 20 a 28/08/2020,"Pousada maravilhosa, ótima recepção e atendimento impecável, local de fácil acesso e perto de vários lugares que precisávamos ir, com todos os cuidados em relação a pandemia.Recepcionistas atenciosos e com dicas de passeios , as maninas do café são muito simpáticas e atenciosas."
set. de 2020,5,Maravilhoso,Adorei minha estadia. A cordialidade dos profissionais e atenção. São ótimos. Café da manhã ótimo. Tudo impecável. Super indico.  Estão de parabéns.  Adorei!!!  Voltarei com toda certeza.  Melhor atendimento!!!
set. de 2020,5,Maravilhoso!,"A estadia na pousada foi explendida, maravilhosa. Tudo impecável. O quarto muito confortável. Os meus agradecimentos e gratidão para o Elton e seus colaboradores. Pretendo me hospedar mais vezes na pousada."
ago. de 2020,4,Confortável,"Gostei muito de ficar na pousada com a família. confortavel, limpo e pessoal atencioso. café da manhã também bem servido. particularmente não gostei muito da decoração do ap, mas o principal estava ótimo, limpeza cama confortável, banho delicioso."
ago. de 2020,5,ótima,"Deslumbrante, gostei muito da recepção, ambiente muito aconchegante, boa localização café da manhã maravilhoso, para quem quer ter uma boa imagem de onde vai se ospedar, é o lacal ideal, indicado para qualquer viagem."
ago. de 2020,5,Natal em Gramado,"Minha família amou a pousada em todos aspectos. Quartos bem aconchegantes, banho super quente, café da manhã maravilhoso, ótima localização mesmo não sendo no centro equipe sensacional. Ansioso para desfrutar minhas férias lá de novo."
ago. de 2020,5,"Pousada maravilhosa,","Uma ótima pousada para quem quer descansar com sua parceira(o), local romântico, calmo e aconchegante. Café da manhã ótimo, pessoal da recepção sempre muito atencioso e gentis, com certeza voltaremos!"
ago. de 2020,5,SAUDADE,"suite com ante sala e aquecedor com duas televisõess comacesso a internet, restaurante comm excelente café da manha com muitas opcçoes. Limpesa impecavel. Serviço de re3cepção extremamnente gentil e educada."
ago. de 2020,5,BELÍSSIMA ESTADIA,"Tudo com excelente limpeza, ótimo café da manhã um local super estratégico, banheiro super limpo o café da manhã sai na hora certinha os funcionários atenciosos espero se Deus quiser voltar pela 4º vez nessa cidade maravilhosa."
ago. de 2020,4,Muito atenciosos,"Estivemos na pousada em Jullho de 2019, todos foram muito atenciosos e solícitos.  Café da manhã simples, porém delicioso, quarto amplo, limpo, boa localização (entre o centro e canela). Bom custo benefício."
ago. de 2020,5,Excelência em hospedagem,"Pousada com simplicidade contudo com café da manhã de excelência. Quartos muito aconchegante, ambiente caseiro e funcionários altamente prestativo. I retorno será nessa pousada hospitaleira e aprazível."
ago. de 2020,5,Pousada Aconchegante,"Pousada silenciosa, aconchegante, funcionários atenciosos ligavam para os restaurantes para que pudéssemos jantar dando excelentes dicas, café da manhã muito gostoso, tinham um poço com peixes que minha filha adorou."
ago. de 2020,5,Muito boa,"Pousada muito charmosa e aconchegante. O quarto muito espaçoso, chuveiro muito quente.  Excelente café da manhã e todos os funcionários que tivemos contato foram muito educados e atenciosos.  Recomendo a pousada a todos."
ago. de 2020,5,Experiência maravilhosa com a esposa! Recomendo!,"Excelente atendimento.    Quarto amplo e confortável equipado com lareira, ar condicionado, banheira e frigobar .  Fomos recebidos com uma decoração incrível na cama e tomamos um delicioso e farto café.    Boa localização, com café colonial Bela Vista próximo, Fondue e restaurantes, fica a poucos minutos do centro de Gramado.    Experiência maravilhosa; recomendo!"
ago. de 2020,4,Boa pousada (Café da manhã excelente),"Boa pousada, tudo bem limpinho e organizado.  Ótima localização pra que está de carro ou caso queira pegar um Uber.  Café da manhã excelente.  Internet de ótimo qualidade.  Ponto negativo, não gostei de ter recebido uma msg no dia do check-out aviando que teria que sair até as 12 h, achei desnecessário. Mas do resto, boa pousada."
ago. de 2020,5,Pousada familiar e de bom gosto,"Excelente pousada, com ótimo atendimento e tranquilidade da localização.  Café da manhã muito bem servido e de qualidade, segurança e estacionamento interno.  Recomendo para casais e famílias com filhos (crianças)."
ago. de 2020,5,Muito boa!,"Atendimento excelente, preço justo e limpeza impecável. Cuidados adequados em relação ao COVID-19. Café da manhã muito bom, com atendimento cordial e simpático. Localização boa, informações disponibilizadas de forma ágil."
jul. de 2020,5,Excelente Pousada!,O atendimento da Pousada é excelente. Café da manhã incrível. Todos os funcionário muito solícitos. A Pousada é muito romântica e traz uma sensação de tranquilidade e descanso. Tudo na Pousada Borô é incrível. Com toda certeza retornaremos à cidade de Gramado e a Pousada Borô já é nossa escolha. Estamos apaixonados!
jul. de 2020,5,Pandemia não atrapalhou o passeio,"Apesar da pandemia que reduziu os visitantes em Gramado, a Pousada Borô nos atendeu com todas as qualidades que Gramado promete. Mesmo com ocupação baixa, todos os serviços estavam operacionais e todos funcionários a postos."
jul. de 2020,4,Quase perfeito,"Seria perfeito se não fosse alguns detalhes... o local tem uma boa estrutura, bem cuidado como tudo em Gramado, mas deixou a desejar na falta de espuma para hidro, café da manhã fraco e tivemos um problema com a chave do nosso quarta, onde tivemos que aguardar na recepção por cerca de meia hora e somente depois o rapaz da recepção nos ofereceu um outro quarto. Como já tive a oportunidade de ficar hospedado em outros lugares ( até com menos estrutura), achei que faltou detalhe. Mas no geral é uma boa pousada!"
jul. de 2020,5,Maravilhosa!,"Tudo ótimo, adoramos... Só uma dica sobre o café da manhã... Aquela mesa que tem na saída bem perto da porta deveria estar posicionada em outro lugar, sentamos nela e as pessoas abriam a porta pra sair, sentíamos frios, o espaço entre a porta e a mesa era pequeno! Fora isso tudo perfeito! Obrigada"
jul. de 2020,5,satisfação,"Muito bom o local, O café da manhã excelente, o carinho e o cuidado nos pratos amei. A educação e e cortesia como eramos tratados, tínhamos a sensação de estar em casa, sempre dispostos a nos atender e a nos orientar quanto aos pontos turísticos da cidade."
jul. de 2020,5,Excepcional,"Excelente estadia, a pousada é muito bem localizada, tem fácil acesso a restaurantes.  Mas eu recomendo alugar um carro 4x4 e se aventurar nas dicas de passeios alternativos. Mesmo em meio a pandemia tive a oportunidade conhecer a Serra Gaucha de uma forma unica. O que com certeza garantirá meu retorno, para conhecer outras estradas, outras paisagens!"
jul. de 2020,5,Lugar de excelência,"Uma pousada diferenciada pelo tratamento e conforto. O quarto é maravilhoso e com todo requinte solicitado. Para lua de mel ou para bodas de um casamento. Uma localização excepcional, pois esta próximo do centro com a tranquilidade total."
jul. de 2020,4,Muito bom,"Muito bom, café da manhã é ótimo, com muitas variedades, o quarto com relação ao preço é bom, somente a garagem é pequena, funcionários bem receptivos e simpáticos, no geral muito bom pelo valor que pagamos."
jul. de 2020,4,Pousada Muito Boa,"Muito bom, ambiente aconchegante, quartos muito limpos, o único porém é que não tem isolamento acústico, então conseguíamos ouvir outros quartos e o barulho do corredor. Mas nada que tenha impedido nosso descanso."
mar. de 2020,5,Hospedagem perfeita.,"Pousada é nota 10 com ambiente muito agradável, quarto cheiroso, café da manhã muito gostoso. Atendentes simpáticos e prestativos. Tudo perfeito! A pousada é bem localizada. Gostamos muito do quarto família. Super recomendo."
mar. de 2020,4,Avaliação do tempo de permanência,"No período de permanência na pousada percebi que é um bom ambiente e que a equipe esta bem instruída para atender os hospedes. Fui bem tratado e sempre bem atendido. O quarto era bom, bacana e sempre bem mobiliado."
mar. de 2020,5,"Merece a sua atencao , se voce esta pensando em visitar gramado","Uma pousada diferenciada e muito aconchegante. Voce tem um atendimento diferenciado e com um local super estruturado para um casal. perto do centro, mas sem as agitações do centro. um local com uma cafeteria e restaurante que dar para ir andando."
fev. de 2020,5,Ótimo para viagem em família!,"Pousada super aconchegante e ótimo atendimento. Funcionários super prestativos, café da manhã completo, sempre diversificado, ótima localização entre Gramado e Canela, super indico para quem pretende viajar em família."
jan. de 2020,5,"Pousada aconchegante, completa e excelente atendimento.","Pousada super aconchegante, muito limpa e completa. Quarto limpo com tv a cabo, água quente, cama boa e decoração aconchegante. Atendimento excelente, funcionários simpáticos e atenciosos, acolhedores e prestativos! Café da manhã sempre completo e diversificado, uma delícia!"
jan. de 2020,5,Excelente tudo perfeito,Estou sem palavras de como explicar o quanto lá é ótimo. não tenho nada pra reclamar... somente pra elogiar... os atendentes são cordiais principalmente o Jeferson... valeu por todos aí...clima totalmente agradável.
jan. de 2020,4,Lua de mel abençoada!,"Fui para Gramado para passar lua de mel com minha esposa - passamos uma semana inesquecível.  Fizemos um roteiro intenso visitando diversos pontos turísticos e inclusive tirando um dos dias para passear em bento Gonçalves que vale muito a pena.  Se prepare bem financeiramente pois as atrações são caras, mas vale a pena!"
jan. de 2020,5,Recomendo.,"Surpreendente foi a palavra da nossa estada na Boro. Ficamos em 2 adultos e 2 crianças num quarto sem problemas de espaço, porém o mais novo dormiu numa cama puxada da bi-cama principal. Tivemos mimos como o café servido um pouco antes do horario oficial devido a um passeio que tinhamos agendado, além de muitas dicas de Gramado e Canela. Uma otima esperiencia.  Pontos Positivos:  * Tamanho, limpeza e moveis dos quartos  * Cafe da manha mto bom  * Equipe atenciosa e prestativa    Pontos Negativos  * Predio do café da manha fica separado do principal, com acesso externo  * Os acessos aos quartos superiores somente por escadas. Malas pesadas precisam de ajuda. Ou Ficar nos quartos dos andares terreos."
jan. de 2020,5,Recomendo ”,"Ambiente aconchegante e acolhedor, funcionários atenciosos e educados. Super recomendo.  Café da manhã espetacular.  Ambiente familiar.  Localidade ótima, próximo de tudo.  Quarto muito limpo e de muito bom gosto."
jan. de 2020,5,Pousada borô,"Lugar aconchegante, muito limpo, café da manhã muito bom, sem contar com a recepção, o Jeferson é um recepicionista top, vale a pena cada segundo nessa pousada, queremos voltar em breve🙏 gramado em si é perfeita."
jan. de 2020,5,MARAVILHOSO,"Comida,quartos,limpeza, serviço tudo nota 10 o ambiente externo da pousada excelente para degustar as delícias de GRAMADO esse lugar maravilhoso, a limpeza dos quartos e banheiro muito boa.  Voltarei com certeza."
jan. de 2020,5,Pousada Muito Boa,"Atendimento muito bom desde a reserva até o checkout, tive um problema no pagamente no ato da reserva que foi prontamente resolvido.  Dentro do quarto, parecia todo reformado com instalações bem novas.  Café da manhã muito bom com muita variedade"
jan. de 2020,5,Gramado Natal Luz,"Ambiente aconchegante e familiar. Limpeza excelente, atendimento nota DEZ, com colaboradores muito atenciosos e simpáticos.  Café da manhã é muito bom com flexibilidade no horário para antecipações quando se vai sair cedo para fazer passeios."
jan. de 2020,5,Ótimo atendimento,"Pousada muito organizada e limpa, atendimento excelente, atendentes educados e prestativos.  Ponto positivo o café da manhã super delicioso e variado, atendimento das meninas do café sensacional.  Com certeza voltaremos!"
jan. de 2020,5,"Viagem dos sonhos, sonhado em familia","Tudo muito organizado, bom café da manhã, espaço lindo crianças com bom acolhimento, tudo maravilhoso, pessoas sensíveis e educadas, trabalho eficiente o que gera um espaço limpo e atrativo, voltarei e ficarei no mesmo lugar, se Deus assim permitir"
jan. de 2020,5,perfeito,"muito satisfeita tudo perfeito desde a decoração , o cheiro de incenso nos ambientes , o jardim decorado , café da manhã maravilhoso o quarto uma graça e a cama então uma delicia... saudades daquela cama :)  data hospedagem janeiro/2019"
jan. de 2020,5,Lugar lindo e aconchegante,"Recomendo, cada canto é devidamente projetado para o conforto do hospede é muito confortável, os funcionários te indicam lugares de passeio e para se alimentar o que torna a experiência com a cidade mais linda ainda"
jan. de 2020,5,Uma bela pousada.,"Magnífico, excelente, super tranquilo e relaxante bom local.A pousada tem uma área externa muito confortável,com redes e locais para relaxar. Sala de jogos e play graud p crianças. Voltaria lá mais vezes."
jan. de 2020,5,Viagem Sensacional,"Amamos a pousada, local muito limpo e organizado, café da manha excelente, profissionais são muito educados e cordiais, ótima localização e e ambiente muito tranquilo. Ótimo para descansar e um ambiente bem familiar."
jan. de 2020,5,Já temos data pra voltar,"A pousada é perfeita , tudo muito caprichado e organizado. O café da manhã é maravilhoso! Os funcionários são super simpático, o motivo maior da nossa volta é o Jeferson (recepcionista ) , amamos conhecê-los , minha filha não fala em outra coisa a não ser voltar e tomar o café quente que ele faz , ele é de um humor e educação ímpar! Em breve estaremos de volta pra matar a saudade de lugar tão perfeito !"
jan. de 2020,3,Razoável,"Deixou muito a desejar no chek in . Atendente sem nenhuma sensibilidade, eu estava com criança e chovia muito, tremendo frio e ele não nos hospedou, alegando que somente no horário exato iria nos hospedar, que havíamos chegado cedo demais. Nunca mais volto nesta pousada e pretendo voltar muitas vezes a Gramado."
jan. de 2020,4,muito bom,"muito bom,faltou só informar no site que o spar não é incluso no pacote o resto foi tudo ok,os atendentes são bem prestativos(merece até um aumento,principalmente um gordinho branquinho que indica varias coisas para os hospedes)"
jan. de 2020,5,Excelente.,"Quartos limpos, café da manhã excelente. Fizemos passeios em que se saía antes de abrir o café da manhã, e eles abriram antes para que pudéssemos comer. Chuveiro bom e equipe muito atenciosa. Hidromassagem boa, além de oferecerem serviços de spa, como massagem."
jan. de 2020,4,Ótima alternativa em Gramado,"Quarto bom, confortável, limpo, local de fácil acesso. Atendimento simpático e solícito. Fica a dica de melhorar um pouco o café da manhã com mais alternativas, mas nada que atrapalhe a boa percepção da pousada."
jan. de 2020,5,Pousada maravilhosa e aconchegante,"Pousada com ótima localização bem organizada com uma café da manhã maravilhoso,uma paisagem linda com bastante verde a recepção tem uma atendimento top me senti em casa os quartos sao bem espaçosos. Recomendo muito a pousada"
jan. de 2020,5,Simplesmente maravilhoso,"Café da manhã de ótima qualidade, os recepcionistas muito atenciosos com dicas de passeio e alimentação. O quarto simplesmente maravilhoso. Muito confortável e aconchegante. Melhor custo benefício. Super romântico."
jan. de 2020,5,Excelente pousada em Gramado,"A pousada é bem nova e com quarto espaçoso (201). Localizada um pouco afastada do centro de Gramado contudo nada que uma caminhada de uns 20 minutos não resolva. Se for de carro, não demora mais que 5 minutos até a rua coberta.  Um dos melhores cafés da manha que já tive a oportunidade de experimentar. Recomendo muito.  Os funcionários são atenciosos e acessíveis, estando disponíveis para resolver qualquer eventualidade.  Enfim, uma ótima experiência."
jan. de 2020,5,"Acomodações perfeitas, ótimo atendimento, facil","Acomodações limpas , organizadas, fácil locomoção, não necessitando usar carro, funcionários dispostos, gentis e educados, auxiliando com informações sobre os locais e funcionamento. Recomendo a acomodação."
jan. de 2020,5,Ótima Pousada,Pousada com ótima localização com fácil acesso aos pontos turísticos. Limpeza impecável e café da manhã muito gostoso.  O isolamento acústico dos apartamentos não é muito bom com bastante barulho se ficar próximo a escada.
dez. de 2019,5,ÓTIMO HOTEL,"A pousada é perfeita, muito bonito o jardim, os funcionários são muitos simpáticos e prestativos, o cafe da manha é excelente, o melhor que eu tomei até hoje, o quarto é bem espaçoso, organizado e limpo."
dez. de 2019,5,Excelente Pousada.,"Quarto bom. Atendimento bom. Muito tranquilo e limpo. Café da manhã muito bom tambem. Local seguro. Funcionarios atenciosos. Não tem erro! Fica perto do centro de Gramado, é fácil de ir. Foi achado essa pousada!"
dez. de 2019,5,Tudo ótimo!,"Cumpre o que oferece, mas não tem acessibilidade para usuários de cadeira de rodas, uma pena! Apenas os degraus da entrada da pousada são um obstaculo para cadeirantes, mas depois de entrar tudo é acessível. A simpatia e presteza dos funcionários nos faz sentir em casa junto dos amigos."
dez. de 2019,5,Ótima Pousada,"Ótima Pousada, atendimento nota 10, pessoal da recepção super atenciosos, deram muitas dicas sobre passeios e restaurantes, quarto limpo, localização boa, próxima ao centro e café da manhã maravilhoso."
dez. de 2019,5,Pousada Incrível,"Local incrível. O atendimento é sem dúvidas excelente. Quarto novo, limpo e acolhedor. Fiquei em um quarto com vista para o jardim, lareira e sala de estar. Simplesmente perfeito. Minha filha de 12 anos adorou o local. Tem sala de jogos, pracinha e uma fonte com peixinhos. Ia várias vezes ao dia alimenta-los e e se balançar nas redes que a pousada também disponibiliza.  O café da manhã também é excelente. Ótimo local para curtir as férias em família."
dez. de 2019,4,MUITO BOA,"Hotel muito acolhedor, bem arejado, quartos confortáveis e café da manhã bem variado. Senti falta de uma cozinha mais completa, com fogão para apoio, pois andava com bebê e sempre necessitava usar a cozinha."
dez. de 2019,5,Lugar maravilhoso,"Atendimento excepcional, lugar aconchegante, café da manhã maravilhoso, lugar tranquilo para quem está viajando em família, ótima localização entre Gramado e Canela!! Com certeza é minha indicação para quem pretende conhecer essas cidades!!!!"
