Data da opinião,Nota,Título,Conteúdo
mar. de 2019,5,"Maravilhoso esse hotel,não temos nada a reclamar, um hotel muito bom!!! Todos os funcionários bem atenciosos.","Melhor hotel em gramado!!!!  Cardápio excelente!!  Funcionários maravilhosos!!!  Café da manhã completo,e tudo muito fresquinho.  Os quartos são ótimos,a limpeza excelente!!  Não temos nada a reclamar, somente elogiar!!!"
mar. de 2019,5,o melhor hotel que conheci em todas as viagens que já fiz !!!,"o hotel é excelente. Não só pelas instalações muito confortáveis e limpas, mas por ser um hotel que nos faz sentir em casa, pelo atendimento especial que nos é dado pelos funcionários. Daria mil estrelas sem medo de errar."
mar. de 2019,5,Excepcional,"Melhor hotel em que já me hospedei em todo território brasileiro. O hotel é novo, o atendimento é espetacular, café da manhã com variedade e qualidade. Restaurante completo. Durante minha estadia havia inclusive música ao vivo de ótima qualidade."
mar. de 2019,5,Melhor lugar da vida!,"O lugar mais lindo, desde a chegada até a saída, tratamento apaixonante por todos. Indico demais! Aquela sensação de paz e lazer, ganharam meu coração, e com certeza irei voltar muitas vezes! AMO ESSE LUGAR 💞"
mar. de 2019,5,Férias em Gramado,"Provavelmente o melhor hotel de Gramado! Pet Friendly, funcionários educados e atenciosos, café da manhã espetacular (melhor que qualquer colonial da região), pratos muito bons também!  Obrigado pelo acolhimento e cuidados que dedicaram à mim, minha esposa (Paula) e nossa filha de 4 patas (Cindy): Gustavo, Marcelo, Ramiro, Cassiano, Augusto, Joanderson, Fabiano, Marcos, Maurício, Lindinalva e todos os demais funcionários... Abraços e até outro dia!"
mar. de 2019,5,Ótimo custo benefício,"Recepção, maravilhosa são super solícitos me ajudaram com tudo.  Cama muito confortável e o acabamento do quarto é de primeira.  Ar-condicionado gelando muito e o aquecedor esquenta bem assim não tem do que reclamar rsrsrs.  Café da manhã honesto."
mar. de 2019,5,Maravilhoso!,"O hotel é muito bom em todos os sentidos: limpeza, localização, Wi-Fi, quarto confortável e grande, banho especial, equipe é muito atenciosa e mima bastante os hóspedes e o café-da-manhã é ESPETACULAR!!! Os proprietários estão de parabéns pelas escolhas e por não economizarem nas surpresas e gentilezas oferecidas aos hóspedes. Adoramos ter comemorado nossos 28 anos de vida a dois no Refúgio das Montanhas! Ah! E também é preciso informar que utilizamos o Prime Goumet Club e o atendimento foi perfeito!"
mar. de 2019,5,Excelente,"O hotel novo com um atendimento impecável. Todos os funcionários são simpáticos e o concierge Augusto foi de uma atenção sem igual. Café da manhã bom com preparação de tapioca, omelete e crepe. Estrutura excelente."
mar. de 2019,5,Ótimo hotel e serviço,"O Refugio da Montanha tem ótimas instalações, limpo e bem equipado.  O quarto é grande, com boa cama e bom banheiro. Oferece bons produtos, e com excelente serviços de todos os funcionários.  Acabamos não tomando o café da manhã, portanto, não podemos avaliar.  O único porém é a localização, um pouco fora do centro, mas quem quer descanso, é ótimo!"
mar. de 2019,5,Fantástico,"Incrível o quanto um atendimento personalizado pode ser fundamental para deixar uma experiência ainda mais incrível. Recebemos presentes quando chegamos, antes de dormir, quando fomos embora. Eles são fantásticos. 100% recomendado"
mar. de 2019,5,Excelente,"Desde que chegamos ao Hotel fomos muito bem recepcionados. O atendimento, ótimo. Todos prestativos e atenciosos. As acomodações são ótimas. O café da manhã de primeira linha. No entanto, não tenho nenhum ponto negativo. O Hotel e maravilhoso e, com certeza retornaremos."
mar. de 2019,5,MARAVILHOSO,"Fomos muito bem recebidos desde a chegada até a saída. Acomodações perfeitas, sempre impecavelmente limpas e sempre com mimos para os hospedes. Ganhamos uma massagem relaxante e um passeio no Super carros. Na chegada, fomos recebidos com espumantes e vinho. Cada funcionário foi super gentil e receptivo, estavam sempre a postos para ajudar. No primeiro dia, estávamos em uma turma de 13 pessoas e precisamos sair muito cedo para um passeio, falamos com o gerente, com muita delicadeza, providenciou um café da manhã às 6:00 da manhã, quando o normal do hotel seria às 07:00. Ficamos satisfeitos com o esforço da equipe em nos agradar e fornecer o melhor! Fica à 5 minutos do centro, de uber você gastará 6 reais, também pode ir de bicicleta (que o próprio hotel te emprestará sem custo nenhum). Enfim, Super indico!"
mar. de 2019,5,hotel sensacional,"Hotel 4 estrelas muito confortável, hotel todo novinho, quartos super confortáveis, banheiros grandes, chuveiro muito bom. O café da manhã era delicioso e variado, waffel feito na hora, diversos bolos e doces, muita opção em suco. excelente hotel, voltaria."
mar. de 2019,4,Atendimento muito atencioso,"Acomodações muito boas, atendimento muito atencioso e educado, café da manhã completo, adoramos os mimos todo final do dia com a previsão do tempo com algo gostoso para comer. Tudo muito limpo e organizado."
mar. de 2019,5,excelente,"atendimento maravilhoso, equipe perfeitamente preparada para atender bem, café da manhã maravilhoso, hospedagens boas, serviços bons, um otimo serviço servido pelo hotel, so temos a elogiar, e voltaremos mais vezes."
mar. de 2019,4,Super recomendo,"Hotel com excelentes instalações,limpeza,café da manhã,ambiente acolhedor. Funcionários bastante atenciosos e eficientes no atendimento,destaque para Joanderson,Maurício e Marcelo.  Única reclamação é em relação à cobrança de 10% sobre as diárias."
mar. de 2019,5,Aniversário de Casamento,"Hotel muito bonito, elegância na decoração. Quanto aos atendentes são excelentes, Amigos, atenciosos e muito prestativos. Indicamos a todos um café da manhã maravilhoso, realizamos um jantar que foi delicioso."
mar. de 2019,5,Incrível !!,"Sem palavras.... O hotel é magnífico, com apenas 2 anos de uso parece que foi inaugurado ontem. Passei o carnaval hospedado no Refúgio e nem a alta temporada foi capaz de diminuir a qualidade no atendimento. Normalmente os hotéis oferecem ""mimos"" para encobrir dificuldades na estrutura ou no atendimento. No Refúgio é tudo tão perfeito que os ""mimos"" acabam sendo a cereja do bolo. Ganhei um voucher para pilotar um Mustang e minha esposa ganhou uma massagem de 25 minutos, além dos doces que nos esperavam todas as noites quando chegávamos dos passeios. O atendimento é mais que perfeito, os funcionários fazem de tudo mesmo para que vc se sinta um verdadeiro REI. Muitas vezes percebíamos uma grande movimentação e nem assim eles nos atendia de forma incorreta. Carregam a gente no colo e estão sempre prontos a ajudar. Como destaque eu coloco o café da manhã, o banheiro com uma ducha excepcional, a localização (rua tranquila) e é claro o atendimento.    Não gostaria de ser injusto, pq todos foram maravilhosos, mas destaco a Lisiane, Joanderson e Marcelo (recepção), Gustavo (restaurante) e Luana (camareira), funcionários que fizeram a diferença durante a nossa estadia.    No Check out, quando vc acha que não há mais como agradar, eles preparam um kit com água e frutas para vc descer a serra lembrando do hotel.    Realmente fantástico !! Volto e recomendo."
mar. de 2019,5,Hotel maravilhoso,"É um conjunto perfeito de infraestrutura impecável e atendimento exepicional, o hotel fez nos termos mais vontade ainda de voltar a cidade. As refeições são incríveis. Organização excelente! Parabéns a toda equipe por serem tão maravilhosos."
mar. de 2019,5,Maravilhoso e aconchegante,"Gostei muito do hotel, ótimas instalações, bem preservado e limpo, muito aconchegante. Achei um diferencial no atendimento dos funcionários, são muito simpáticos e atenciosos. O café da manhã muito bom, com opções saudáveis, ótimo atendimento também."
mar. de 2019,5,Natal,"Foi a segunda vez que ficamos no hotel refugio da montanha, e resolvemos passar o natal e levar nossa cachorrinha, a Nina. E Foi simplesmente perfeito...Eles deixam caminha para nossos filhos de 4 patas, tapetinho higiênico e potinhos! Além de poder caminhar livremente com eles no hotel, muito carinho pelos animais e isso não tem preço.  O Hotel é lindo, atendimento nota 10, os quartos são espaçosos e super limpos, nessa segunda vez ficamos no quarto com vista pra cidade, com sacada e foi o melhor, amei demais! A cama macia, lençóis confortáveis e os mimos que eles sempre deixam pra nos, chocolates!!!! AMO 😍😍😍 Wifi funciona perfeitamente, não tivemos nenhum problema...o café da manha é uma delícia. Ficar no hotel Refugio da Montanha, é se sentir em casa e sendo mimado o tempo todo!!  Todo ano vamos pra Gramado, e só ficaremos no neste lindo hotel."
mar. de 2019,5,Excelente atendimento,"Estive hospedada com meu marido. A estrutura do hotel é ótima, tudo impecável. O café da manhã é excelente! Há também um restaurante muito bom no hotel. Destaque para os funcionários que são muito atenciosos e cordiais. Nota 10. Recomendo."
mar. de 2019,5,Ótimo hotel,"O hotel é muito bom, funcionários super atenciosos e educados.. Todos os dias entregam um mimo no quarto no período da noite, informando qual será a previsão do tempo para o dia seguinte, acompanhado de chocolates... Um atendimento diferenciado...  Café da manhã muito bom, local limpo.. Recomendo e voltaria com certeza!"
mar. de 2019,5,PERFEITO!,"Hotel muito limpo, silencioso, funcionários super atenciosos. Adoramos o quarto, as roupas de cama, as bicicletas disponíveis para passeio, enfim, recomendo e voltarei com toda certeza.  O café da manhã é delicioso e tudo muito fresco, inclusive fazem omelete e tapioca na hora."
mar. de 2019,5,"HOTEL INCRÍVEL, MARAVILHOSO- RECOMENDO!","Eu e minha família ficamos hospedados nos dias de carnaval 2019, foi uma experiência incrível no hotel.  Ao chegarmos fomos recepcionados com bebidas, como eu não bebo bebidas alcoólica, prontamente me ofereceram outra de minha preferência.  O quarto é incrível, a limpeza impecável, tinha frutas de cortesia, chaveiro...  Roupão e chinelo bordados, guarda-chuva com a logo do hotel para uso no local (com opção de compramos para levar para casa).  Todos os dias ao chegarmos no quarto à noite, tinha mimos (jujuba, bolo de chocolate, churros).  As amenidades como shampoo, condicionador, sabonete, hidratante, da melhor qualidade (sempre costumo usar o meu), dessa vez nem precisei.  Nesses dias de carnaval recebemos presentes como: massagem relaxante que o hotel oferece e passeio em carro de luxo.  O café da manhã é muito completo, para todos os tipos de alimentação e muito gostoso, tudo da melhor qualidade.  Os recepcionistas e atendentes são muito atenciosos.  Na recepção ficam disponíveis frutas e água saborizada para degustar sempre que quiser.  O hotel possui restaurante com jantar (nesse feriado de carnaval serviu almoço e teve música a vivo).  Ótimo para levar criança pelo seu espaço e por ter um espaço de emborrachado e almofadas divertidas, onde a criança pode ficar sem perigo (levei minha filha de 1 aninho que se divertiu bastante), oferecem inclusive bercinho, hotel bastante familiar.  Achei interessante a camareira deixar um papel informando a temperatura mínima e máxima do dia para podermos nos preparar melhor com as vestimentas.  No final, na hora de irmos em bora, ainda fomos surpreendidos com um kit boa viagem, onde cada um ganhou uma sacolinha com 1 garrafa d'água e 1 fruta.  Eu amei cada detalhe, o hotel tem uma arquitetura incrível, muito espaçoso, tudo feito da melhor qualidade, estrutura e beleza, muito lindo mesmo!  Vocês estão de parabéns e muito preparados para receber os hóspedes! Voltarei com certeza se Deus quiser!  Não tenho absolutamente nada a reclamar!  Deus abençoe a cada um e o trabalho de vocês!"
mar. de 2019,5,ótima estadia,"Hotel novo, com excelente serviço, ótimas acomodações, excepcional café da manhã.  Muito bem localizado, sendo possível ir até o centro à pé, apreciando os lugares.  Os funcionários são muito atenciosos e sempre dispostos a ajudar naquilo que for preciso.  A limpeza do hotel é excelente."
mar. de 2019,5,O melhor de gramado.,"O hotel tem uma ótima estrutura, com funcionários que parecem donos do hotel, pois te atendem de forma impecável durante toda a sua estadia e sempre preocupados em fazer o melhor.  café da manhã perfeito, com tapioca, omelete e etc."
mar. de 2019,5,Primoroso,"Hotel super acolhedor, equipe muito cordial e solicita, voltando a Gramado é onde iremos nos hospedar, as instalações novas e modernas, o café da manha é excelente tipico do Rio Grande, sem sobra de dúvida."
mar. de 2019,5,Mágico,"Perfeição do momento em que você avista o Hotel, até a sua partida. Te recebem com sucos, água saborizada, frisantes, mimos para as crianças e para os adultos.  Hotel Lindo, limpo. Camas confortáveis. Banheiros espaçosos.  Café da manhã sensacional!  Atendimento sempre com carinho, atenção e honestidade.  E quando você for embora, ainda vai receber um Kit viagem, com água e frutas!  Amamos cada detalhe! Parabéns pelo empreendimento!"
mar. de 2019,5,"Aconchegante, selecionado e romântico","Um hotel lindo, que comporta um menor número de hóspedes o que nos deixa a vontade e com atendimento exclusivo.  Café da manhã escolhido a dedo com um espaço aconchegante.  Amei e voltarei com toda certeza!!!"
mar. de 2019,5,Atendimento perfeito,"Todos profissionais são muito atenciosos proporcionando uma ótima estadia para seus hóspedes, local maravilhoso para os amantes de animais, muitos hóspedes com seus pets pelo hotel que estão prontos para ajudar e auxiliar"
mar. de 2019,5,É quase perfeito!!,"Lindo hotel! Novo, decoração de muito bom gosto, aconchegante, cheiroso... acomodações confortáveis, boa limpeza, bom café da manhã.    Atendimento da recepção super simpático e sempre disponível. Agilidade no manuseio da garagem, que oferece serviço de manobrista.    Nos ofereceram massagens relaxantes na chegada e todo fim do dia nos entregavam a previsão do tempo para o dia seguinte com algum docinho, como “bom início de noite”. Achei o máximo o cuidado e atenção!!    Sugiro um secador de cabelos melhor no banheiro. O que possuem é muito fraquinho e ruim de manusear, mas isso é uma opinião pessoal e não atrapalhou em nada minha estadia.    A localização do hotel é um ponto a se considerar. Eu achei ótima, pq estava de carro. Fica um pouco fora do centrinho e lá é muita subida! Mas se quiser sossego, estará no lugar certo!!!    Existe cobrança compulsória de taxa de turismo e serviço no check out, no valor de 10%. Não contestei pq achei o serviço ótimo, mas me surpreendeu... porém vendo outras avaliações me parece ser praxe na cidade."
mar. de 2019,5,Excelente hotel!,"Voltaria mil vezes. Super recomendo, estacionamento gratuito com manobrista, equipe muito atenciosa. Café da manhã excelente! Super recomendo!  Quarto amplo e confortável, super completo, muito capricho em tudo!"
mar. de 2019,5,EXCELENTE! !!! 5 ESTRELAS !!!!!!!!!!,"Muito bom ! Sem nenhum reparo. Funcionários educados, gentis, sempre prontos a um bom atendimento. Hotel recem construido, muito limpo e bem localizado. O café da manhã é excelente. Drinque de boas vindas e diariamente uma cesta de frutas na recepção. Instalações modernas e de bom gosto. Preço justo. Quartos amplos e confortáveis. Altamente recomendável."
mar. de 2019,5,Perfeito,"Já fui 5x pra Gramado e me hospedei em outros hotéis e não há nada que se compare a hospedagem no Refúgio da Montanha. Tudo perfeito! O atendimento é surreal, quarto maravilhoso e café da manhã excelente. Sem dúvidas o MELHOR Hotel de Gramado."
fev. de 2019,5,Extremamente satisfeita. Hotel MARAVILHOSO.,"Ficamos no mais quarto mais simples e ficamos muito satisfeitos. Estivemos hospedados em lua de mel durante uma semana e ficamos encantados. O hotel é novo, decoração linda, super aconchegante e atendimento artesanal. O café da manhã é excelente. Todos os funcionários são ótimos, prestativos e atenciosos."
fev. de 2019,5,O melhor atendimento que já tive em um hotel!,"Eu tive a oportunidade de ficar mais de 3 semanas nesse hotel maravilhoso! Foi sem comparação o melhor atendimento que já recebi em um Hotel. Quero agradecer pelo carinho e atenção de todos os funcionários, mas em especial quero destacar o Cassiano, um jovem cativante e cheio de entusiasmo, responsável por todos os dias fazer um omelete no capricho sempre com um sorriso no rosto e muito prazer em atender. Teve alguns momentos que eu estava trabalhando no restaurante do hotel, e esse mesmo jovem não deixou de me perguntar se eu gostaria de um café, e algumas vezes até iogurte, bolos e salgados eu ganhava! Realmente, um atendimento muito além da expectativa! Outro que quero destacar é o Chef Gustavo, que produz pratos deliciosos no Room Service / Restaurante do hotel. Eu tive a oportunidade de experimentar praticamente todos os pratos do cardápio, e recomendo! Preços super acessíveis pra Gramado, e muito deliciosos. Em destaque o parmegiana, a canja e sopa de capeletti.  Também fiquei encantado que o hotel é Pet Frendly, não tenho Pet, mas pude observar mais de uma vez a preocupação da dona do hotel em dar o melhor atendimento também para os amiguinhos! Muito carinho e muito cuidado são sinônimos desse hotel divino.  Não poderia de forma alguma deixar de destacar o maravilhoso e saboroso café da manhã!!! Meu pai do céu, realmente um café acima das expectativas normais de qualquer pessoa!  Com toda certeza esse é um hotel que não dá vontade de ir embora!  Obrigado de coração pelo excelente atendimento!  Com toda certeza é um dos melhores hotéis de Gramado e região."
fev. de 2019,5,Atendimento e comodidades excelentes,"A cama é maravilhosa e super confortável, fomos muito bem recebidos.O hotel aceita pets, isto foi muito bom, pois você pode levar seu cachorro junto e eles tem cama e potinho de água e ainda deram um biscoito para ele."
fev. de 2019,5,EXCELENTE ATENDIMENTO!!! ADORAMOS,"Quartos limpos, amplos, e aconchegantes. E o principal: Todos os funcionários super simpáticos , prestativos , e atentos para cada solicitação do cliente. Atendimento maravilhoso no café, na chegada, na saída...."
fev. de 2019,5,ESTADIA MARAVILHOSA !,"Excelente opção para quem procura um hotel ""Pet Friendly"". Equipe extremamente gentil, educada, atenciosa, e sempre pronta à ajudar. Todos foram extremamente cuidadosos e amorosos com nossos pets, que foram aguardados com caminhas e petiscos. Hotel super confortável, organizado e extremamente limpo. Obrigada equipe maravilhosa pelo carinho e cuidado. Minha família amou o final de semana que passamos ai !"
fev. de 2019,5,Ida a Show em POA com parada em Gramado,"Fomos muito bem atendidos por toda a equipe do Hotel, em especial pelo Guilherme e Rodrigo que foram muito atenciosos em todas as nossas solicitações e necessidades. Hotel novo, limpeza e ambiente muito bons, café da manhã delicioso, e localização muito boa!! Voltarei com certeza!"
fev. de 2019,5,PERFEITO,"Final de semana perfeito,hotel impecável em todos os aspectos,funcionários todos GENTIS e EDUCADOS.Quartos limpos arejados,café da manhã delicioso,enfim tudo perfeito,com certeza voltarei,e super indico."
fev. de 2019,5,Excelente,"Fomos muito bem recebidos por todos do hotel. Cordialidade nota 10. O hotel é novo, bem limpo, moderno e cheiroso! O quarto estava impecável! Diferencial dele, aceita Pets! Em Gramado são poucos que dispõe deste serviço!  O café da manhã bem variado e saboroso! Depois desta experiência, certamente voltaremos! Enjoy!"
fev. de 2019,5,Lua de mel,"Excelente hotel, pessoas superatenciosas, café da manhã bem melhor que o café colonial, serviço de primeira e bom custo-benefício. Possuem diversos serviços incluso, levam comida no quarto, passar roupa, massagem de brinde, passeio de bicicleta e ao sair ganhamos brindes do hotel, chaveiros, águas, frutas, chinelos. É importante avisar que o hotel recebe pet."
fev. de 2019,5,Lua de Mel,O hotel é um excelente Refúgio para uma lua de mel! Os serviços são maravilhosos e recebemos muitos mimos! O quarto é lindo e aconchegante . Impossível não querer voltar!o café da manhã é maravilhoso e melhor que o Café colonial de muitos lugares em Gramado.  O Hotel oferece bike para passeios nas proximidades! Aproveite!
fev. de 2019,5,Parabéns !,"Quartos limpos, hotel muito bem cuidado e bonito, todos os funcionários extremamente educados e simpáticos e uma ótima localização. Quando eu voltar à Gramado, com certeza esse será o hotel que ficarei. Se possível, eu daria nota 11 de 10!"
fev. de 2019,5,Hotel perfeito,"Já viajei a diversos lugares do mundo e fiquei em varios hoteis de todos os padrões. O refúgio da montanha é sem duvida um dos melhores hotéis em que já me hospedei. O carinho e atenção com o hóspede, são formidáveis. Quartos novos e limpos, além de decoração elegante. Café da manhã excelente. Com certeza um dos melhores de Gramado."
fev. de 2019,5,Estadia maravilhosa,"Excelente hotel, tudo novo e de muito bom gosto. Hall de entrada muito bem decorado. Quarto espaçoso, chuveiro muito bom, roupa de cama de qualidade. Café da manhã excelente, estacionamento gratuito, funcionários muito atenciosos. Sua localização é um pouco afastada do centro da cidade e a TV com poucos canais por cabo. Internet de boa qualidade."
fev. de 2019,5,Um charme.,"Hotel muito aconchegante,um charme.Com um café da manhã muito bom , serviços e limpeza impecáveis além de contar com funcionários muito gentis.  Os quartos conjugados, para quem vai com filhos ,proporcionam um momentos de descanso e privacidade ao casal!  Muito bom! Parabéns"
fev. de 2019,5,ótima,"Hotel bastante receptível e organizado. Ideal para todos os momentos.Provei também da culinária, e achei excelenteNão tem como dizer que este hotel foi ruim com tanta dedicação e hospitalidade com seus hóspedes."
fev. de 2019,5,Ótimas instalações e excelente atendimento,"Esse hotel fica localizado a poucos minutos de caminhada até o ponto central de Gramado (Rua Coberta). Conta com instalações novas, com quartos amplos e confortáveis. Ficamos em um quarto que contava inclusive com banheira, cama bastante confortável e sempre que chegávamos ao quarto havia um pequeno mimo: docinhos ou chocolates acompanhados da previsão do tempo para o dia seguinte. No restante é possível tomar aquele chopinho gelado, com direito até a música ao vivo (acho que apenas alguns dias). O café da manhã era bem variado e o atendimento da equipe do hotel foi irretocável, com muita disposição para ajudar. No checkout ainda ofereceram um kit para o translado de Gramado a Porto Alegre: uma fruta e água mineral para o caminho. Se voltarmos a Gramado, certamente será neste hotel."
fev. de 2019,5,Perfeito!,"Fui ao hotel com meu marido na intenção de passarmos apenas uma noite, mas era tão bom que resolvemos ficar três noites. É localizado numa região mais calma da cidade, mas nem por isso longe de algumas atrações. Os funcionários são todos maravilhosos, super gentis, em especial o Maurício. As acomodações são grandes, muito bonitas e limpas. Por estarmos em lua de mel recebemos vários mimos todos os dias. O café da manhã é muito bom. Enfim, só tenho elogios para o hotel."
fev. de 2019,5,Excelente opção para se hospedar em Gramado! Atendimento espetacular!,"O hotel é excelente! Tem ótimas acomodações, café da manhã maravilhoso, com tapioca feita na hora! Mas o que mais me chamou a atenção foi o atendimento mega atencioso dispensado pela equipe. Fiz a reserva por telefone enquanto nos deslocávamos de São Francisco de Paula, para Gramado. Precisava de um hotel que aceitasse pequenos cães, já que estava com as minhas duas cachorrinhas no carro. O pessoal da reserva foi super prestativo ao recomendar o melhor tipo de acomodação, e quando chegamos lá (aproximadamente 40 minutos após feita a reserva), o apartamento já estava pronto, inclusive com caminhas e pratinhos para a água e ração das pets!!! Também estávamos com 2 crianças pequenas e, enquanto realizávamos o check-in, ofereceram a eles frutas, água e livros para colorir. Ao final da hospedagem, quando realizamos o check-out, fomos surpreendidos com ""kits boa viagem"", sacolinhas personalizadas do hotel com uma garrafinha de água e uma fruta. Espetacular!!! Experiência muitíssimo agradável! Super recomendo!"
fev. de 2019,5,Excelente atendimento e estrutura,"Hotel excelente, com um atendimento de primeira e uma ótima estrutura. Ótima localização Café da manhã muito bom e profissionais capacitados e educados.Apartamento limpíssimo, arejado e amplo, com roupas de cama excelente qualidade."
fev. de 2019,5,excelente,excelente prestação de serviço! o quadro de funcionários é bem treinado e prestativo. há que se ressaltar a educação dos mesmos. a localização do hotel também é ótima (em rua tranquila não muito longe do centro da cidade). foi uma ótima estadia e recomendo.
jan. de 2019,5,Excelente!!!,"O hotel é excelente, com ótima localização, quartos limpos e novos, funcionários atenciosos, tem estacionamento com manobrista e o café da manhã é muito bom!O custo-benefício vale muito a pena! Recomendo!!"
jan. de 2019,5,Excelente atendimento,"acomodações boas,Atendimento muito bom e prestativolocalização boa, caminhando fica a uns 15 minutos do centrocafé da manha diversificado e saboroso, com várias opçõesoferecem um lanche no check out (água e uma fruta), muito delicado esse mimo"
jan. de 2019,5,Um Castelo de Gentilezas,"Excelente atendimento do pessoal do balcão, dos restaurantes, da limpeza e governança.Excelente comida a cargo do chef Daniel. Se quer tranquilidade, desfrute desse hotel. Proximo ao centro e ao Mini Mundo, bairro lindo, parece uma floresta encantada da Suiça. Voltaremos com certeza"
jan. de 2019,5,Maravilhoso,"A Localização é fantástica, pessoal e equipe maravilhosa, perto de tudo, café da manha muito gostoso, cidade maravilhosa, acomodações e ambiente muito agradável, serviço de quarto ótimo, resumindo tudo perfeito!"
jan. de 2019,1,Decepção,"Na recepção, não foi nos dito nada, nen o horário do café e nem sequer onde era o elevador, acabamos subindo pelo elevador de serviço por achar que era o local correto. Limpeza ok, café da manhã ruim, todos os pães que comemos estavam duros e secos e o café aguado. Um ponto positivo foi o atendimento no café da manhã.  Tivemos uma infeliz surpresa no check-out, quando nos foi cobrado uma taxa de turismo e 10% em cima do total gasto. Obs : não foi dada a opção de não pagar os 10%. Resumindo, não recomendamos esse hotel, é para nunca mais voltar."
jan. de 2019,4,Natal Lindo no Refúgio.,"Hotel de alto nível. Meu marido escolheu muito bem. Voltamos ontem da Espanha e lá não fiquei em nenhum hotel como esse.Quarto lindo super limpos, Monique e Luana nos surpreenderam todos os dias. O que deixa a desejar é a recepção, o moço que nos recebeu parecia que tinha um rei na barriga, se postou como gerente da recepção (lamentável), não deu uma risada, as meninas falando coisas aleatórias no momento do MEU check-in coisa da vida particular delas, meu marido ficou realmente decepcionado com a recepção. No outro dia conhecemos o menino que é concierge do hotel ""Augusto"", que nos surpreendeu esse é o grande diferencial do hotel que nos ajudou em tudo, buscava nosso carro ele mesmo guardava para nos. E para nossa surpresa na noite de Natal Augusto nos deixou mais a vontade ainda, sorteando presentes, brincando e brindando conosco aposto que muitos hóspedes se surpreenderam com esse menino. Gustavo do bar esta de parabéns. Voltarei em breve para o Refúgio."
jan. de 2019,4,Muito Bom. Recomendo,"Atendimento super atencioso.Apartamento super confortável.Todos os serviços prestados pelo hotel foram de muita delicadeza e atenção, fazendo com que nos sentíssemos em casa e com muita vontade de prorrogar a permanência no hotel, por mais alguns dias.Gostei de tudo, mas o café da manhã, esse foi espetacular."
jan. de 2019,5,Excelente hospedagem,"Tudo ótimo, desde aposentos, até alimentação. Funcionários muito receptivos, ótima localização, ambiente agradável e aconchegante. Aceitam pets de todos os tipos. oferecem serviços de consierge para aproveitar melhor seu passeio."
jan. de 2019,5,FERIAS EM FAMILIA,"Hotel Novo, Bem estruturado e bem localizado.Staff Solícito E Preparados Para Proporcionar Uma Estadia Tranquila E Confortavel. Cafe Da Manha Excelente E Lindas Acomodações . Éramos em 6 adultos e 3 bebes e todos adoraram a estadia.Recomendamos!!!"
jan. de 2019,5,Tranquilidade e aconchego,Instalações cômodas e limpas. Quarto com vista para a mata trazendo sensação de tranquilidade o dia todo. Relativamente próximo do centro.Café da manhã muito bom com boa variedade de alimentos.Staff do hotel super cordial e atencioso.
jan. de 2019,5,Impressionante.,Hotel parece que saiu do plástico. Tudo novinho. Excelente localização. Serviço prestado de alto nível. Funcionários altamente educados e prestativos. Eu e minha família ficamos super satisfeitos. O hotel se preocupa com os mínimos detalhes para garantir a satisfação do hóspede.
jan. de 2019,5,Excelente!,"Aconchegante, quarto muito bom, atendimento excelente, boa localização. Quando tiver uma piscina térmica será perfeito. A sala de ginástica mereceria um toalheiro de papel. Os chocolates que a camareira nos levava todo início de noite, como cortesia, nos cativaram."
jan. de 2019,4,Aconchegante e os colaboradores muito simpaticos e atenciosos,"Hotel aconchegante. colaboradores simpaticos e prestativos. As refeicoes sao muito deliciosas. Para portadores de deficiencia, ainda nao possuem quarto totalmente adaptado. O hotel esta localizado em um morro, dificultando o acesso. Nao possui elevador para entrada e nem rampa de acesso."
jan. de 2019,5,Serviço prestado com excelência,"A acomodação para uma família grande (5 integrantes) é excelente. Na suíte em que ficamos hospedados foram disponibilizadas 3 camas de solteiro e 1 de cama de casal que nos acomodaram confortavelmente, além de uma banheira de hidromassagem que permitia curtir e relaxar privativamente. A higiene realizada diariamente foi excelente e a comida tem um bom custo-benefício. O serviço de café da manhã é muito bom e a simpatia dos empregados é excelente. Parabéns!"
jan. de 2019,4,Bom lugar para se hospedar.,"O Hotel fica na entrada da cidade, com fácil acesso aos principais pontos de interesse, como o centro. A infraestrutura física é nova. Os garçons do café da manhã são super atenciosos. Uma coisa que fica a desejar é o sistema de aquecimento. No período em que eu estive estava fazendo calor. Mas são os funcionários que controlam o ligamento/desligamento do sistema. Acho que isto deveria ficar a critério dos hóspedes."
jan. de 2019,5,Excelente para família com Pet,"Escolhemos o Refúgio por ser um hotel que aceita Pet, e nossa estadia com o Joy foi incrível. Funcionários, estrutura, café da manhã tudo excelente, e com certeza o que deixou nossa estadia mais perfeita ainda é o acolhimento do Pet como um hóspede."
jan. de 2019,2,Indelicadezas,"Quarto com vazamento de água.Cobrança de café no quarto referente meu filho de 1,2 anos.Carreguei nossas malas na saída pois ninguém disponível para ajudar mesmo após visualizarem minha dificuldade.Má vontade para nos ajudar na lavagem das mamadeiras.Custo-benefício bastante discutível."
jan. de 2019,4,Confortante,"Muito bom, eu recomendo com certeza. Muito confortante, amei o café da manhã e as acomodações são boas. O atendimento muito legal, a cidade é linda então tudo favorece. Voltaria lá com certeza para poder tirar férias."
jan. de 2019,5,AMorosa recepção,"Garçons, atendentes, recepção e cortesia nota 10. Os valores poderiam ser modificados com pagamento adiantado e através do numero de quartos reservados em grupo ou mesmo em numero de quartos. Não há qualquer desconto referente à pagamento adiantado, por exemplo. Suponho...."
